Individual	Zur_ID	Plate_no	Well	Sample	colony_type	Pair	DorR	Plate_ID	Library_conc	Sent_for_WGS	Conc	Current_volume	Total_DNA_quant	Coverage	Run	Lane	Lane_number	Sample_number	Run_Lane	Project	ID	peak_vaf	SNV_burden_u	SNV_burden	germline_SNV_sensitivity	germline_INDEL_sensitivity	somatic_SNV_sensitivity
PD45798b	D21	2	G8	PD45798b_lo0159	BFU-E	21	D	DN847988O	48.431	YES	NA	NA	NA	11.79	41239	1#50	1	50	41239_1	2679	Pair21	0.498852385382444	1005	1005	0.753504821514897	0.237319857757814	0.753504821514897
PD45798b	D21	2	H8	PD45798b_lo0160	BFU-E	21	D	DN847988O	78.058	YES	NA	NA	NA	10.79	41239	4#51	4	51	41239_4	2679	Pair21	NA	NA	NA	0.693000534310358	0.18266891259592	NA
PD45798b	D21	2	A9	PD45798b_lo0161	BFU-E	21	D	DN847988O	20.168	YES	NA	NA	NA	9.12	41239	4#52	4	52	41239_4	2679	Pair21	0.510431073488511	529	529	0.543419077424115	0.0926445816956766	0.543419077424115
PD45798b	D21	2	B9	PD45798b_lo0162	BFU-E	21	D	DN847988O	51.414	YES	NA	NA	NA	11.57	41239	4#53	4	53	41239_4	2679	Pair21	0.496465974965789	848	848	0.746406126758772	0.218978102189781	0.746406126758772
PD45798b	D21	2	C9	PD45798b_lo0163	BFU-E	21	D	DN847988O	81.836	YES	NA	NA	NA	11.69	41239	2#54	2	54	41239_2	2679	Pair21	0.518893330619929	873	873	0.747754624328932	0.231330713082538	0.747754624328932
PD45798b	D21	2	D9	PD45798b_lo0164	BFU-E	21	D	DN847988O	55.031	YES	NA	NA	NA	11.42	41239	1#55	1	55	41239_1	2679	Pair21	0.527411370423362	763	763	0.717426150675521	0.200636346621748	0.717426150675521
PD45798b	D21	2	E9	PD45798b_lo0165	BFU-E	21	D	DN847988O	77.811	YES	NA	NA	NA	11.59	41239	4#56	4	56	41239_4	2679	Pair21	0.491864037327011	941	941	0.722311273948554	0.214111922141119	0.722311273948554
PD45798b	D21	2	F9	PD45798b_lo0166	BFU-E	21	D	DN847988O	37.713	YES	NA	NA	NA	13.63	41239	2#57	2	57	41239_2	2679	Pair21	0.517556625965284	1133	1133	0.783197211408798	0.273629047351675	0.783197211408798
PD45798b	D21	2	G9	PD45798b_lo0167	BFU-E	21	D	DN847988O	72.833	YES	NA	NA	NA	12.13	41239	2#58	2	58	41239_2	2679	Pair21	0.509227641227521	903	903	0.761595806935857	0.241063073179862	0.761595806935857
PD45798b	D21	2	H9	PD45798b_lo0168	BFU-E	21	D	DN847988O	56.03	YES	NA	NA	NA	12.33	41239	1#59	1	59	41239_1	2679	Pair21	0.452402591882619	930	930	0.752105437243976	0.235635410817893	0.6814
PD45798b	D21	2	A10	PD45798b_lo0169	BFU-E	21	D	DN847988O	51.77	YES	NA	NA	NA	11.92	41239	1#60	1	60	41239_1	2679	Pair21	0.509930036449331	885	885	0.773121644658169	0.245742092457421	0.773121644658169
PD45798b	D21	2	B10	PD45798b_lo0170	BFU-E	21	D	DN847988O	93.751	YES	NA	NA	NA	13.3	41239	4#61	4	61	41239_4	2679	Pair21	NA	NA	NA	0.801719970485714	0.296462661426165	NA
PD45798b	D21	2	C10	PD45798b_lo0171	CFU-GM	21	D	DN847988O	0.392	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	2	D10	PD45798b_lo0172	BFU-E	21	D	DN847988O	94.351	YES	NA	NA	NA	11.41	41239	3#62	3	62	41239_3	2679	Pair21	0.552285664565751	864	864	0.722947357708063	0.201010668163953	0.722947357708063
PD45798b	D21	2	E10	PD45798b_lo0173	BFU-E	21	D	DN847988O	41.744	YES	NA	NA	NA	11.44	41239	2#63	2	63	41239_2	2679	Pair21	0.496456565489823	1023	1023	0.714601938783299	0.193524237319858	0.714601938783299
PD45798b	D21	2	F10	PD45798b_lo0174	BFU-E	21	D	DN847988O	16.043	YES	NA	NA	NA	10.91	41239	1#64	1	64	41239_1	2679	Pair21	0.497081760680661	669	669	0.61842607434547	0.138311809844657	0.61842607434547
PD45798b	D21	2	G10	PD45798b_lo0175	BFU-E	21	D	DN847988O	90.005	YES	NA	NA	NA	12.94	41239	1#65	1	65	41239_1	2679	Pair21	0.498839884348234	977	977	0.798514108337786	0.295901179112858	0.798514108337786
PD45798b	D21	2	H10	PD45798b_lo0176	BFU-E	21	D	DN847988O	80.034	YES	NA	NA	NA	13.44	41239	3#66	3	66	41239_3	2679	Pair21	0.50952185152646	873	873	0.781187186728748	0.28579449747333	0.781187186728748
PD45798b	D21	2	A11	PD45798b_lo0177	CFU-GM	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	2	B11	PD45798b_lo0178	BFU-E	21	D	DN847988O	52.471	YES	NA	NA	NA	11.12	41239	1#67	1	67	41239_1	2679	Pair21	0.519798084304196	819	819	0.722387603999695	0.201946472019465	0.722387603999695
PD45798b	D21	2	C11	PD45798b_lo0179	CFU-GEMM	21	D	DN847988O	20.471	YES	NA	NA	NA	9.68	41239	1#68	1	68	41239_1	2679	Pair21	0.522788468757779	562	562	0.568760654402972	0.107617443383867	0.568760654402972
PD45798b	D21	2	D11	PD45798b_lo0180	BFU-E	21	D	DN847988O	52.582	YES	NA	NA	NA	9.45	41239	4#69	4	69	41239_4	2679	Pair21	0.493984996225901	855	855	0.631147749535659	0.121093018903238	0.631147749535659
PD45798b	D21	2	E11	PD45798b_lo0181	BFU-E	21	D	DN847988O	48.271	YES	NA	NA	NA	7	41239	4#70	4	70	41239_4	2679	Pair21	0.580572706152259	505	505	0.456555479225504	0.0447314242934681	0.456555479225504
PD45798b	D21	2	F11	PD45798b_lo0182	CFU-GM	21	D	DN847988O	0.697	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	2	G11	PD45798b_lo0183	BFU-E	21	D	DN847988O	86.063	YES	NA	NA	NA	12.3	41239	2#71	2	71	41239_2	2679	Pair21	0.514964781663891	1060	1060	0.765081545937969	0.249859629421673	0.765081545937969
PD45798b	D21	2	H11	PD45798b_lo0184	BFU-E	21	D	DN847988O	28.317	YES	NA	NA	NA	13.91	41239	4#72	4	72	41239_4	2679	Pair21	0.471063732631714	1066	1066	0.802050734040659	0.310686880029946	0.76037603760376
PD45798b	D21	2	A12	PD45798b_lo0185	BFU-E	21	D	DN847988O	19.747	YES	NA	NA	NA	10.82	41239	2#73	2	73	41239_2	2679	Pair21	0.521265583309244	784	784	0.681805460142992	0.180422983342691	0.681805460142992
PD45798b	D21	2	B12	PD45798b_lo0186	BFU-E	21	D	DN847988O	55.977	YES	NA	NA	NA	10.77	41239	2#74	2	74	41239_2	2679	Pair21	0.470492604648463	885	885	0.722031397094369	0.187160771102377	0.6465
PD45798b	D21	2	C12	PD45798b_lo0187	BFU-E	21	D	DN847988O	93.937	YES	NA	NA	NA	11.98	41239	1#75	1	75	41239_1	2679	Pair21	0.549277848590272	908	908	0.760272752716078	0.238068500842223	0.760272752716078
PD45798b	D21	2	D12	PD45798b_lo0188	BFU-E	21	D	DN847988O	95.37	YES	NA	NA	NA	10.91	41239	1#76	1	76	41239_1	2679	Pair21	0.502793485856919	836	836	0.728977431748213	0.200449185850646	0.728977431748213
PD45798b	D21	2	E12	PD45798b_lo0189	BFU-E	21	D	DN847988O	75.192	YES	NA	NA	NA	12.06	41239	1#77	1	77	41239_1	2679	Pair21	0.498826800421352	789	789	0.75841538813831	0.233763803106869	0.75841538813831
PD45798b	D21	2	F12	PD45798b_lo0190	BFU-E	21	D	DN847988O	57.577	YES	NA	NA	NA	10.54	41239	2#78	2	78	41239_2	2679	Pair21	NA	NA	NA	0.646082996208941	0.129515253602845	NA
PD45798b	D21	2	G12	PD45798b_lo0191	BFU-E	21	D	DN847988O	94.846	YES	NA	NA	NA	12.27	41239	3#79	3	79	41239_3	2679	Pair21	0.505835654626782	896	896	0.780423886217337	0.268014224218604	0.780423886217337
PD45798b	D21	2	H12	PD45798b_lo0192	BFU-E	21	D	DN847988O	20.96	YES	NA	NA	NA	10.58	41239	2#80	2	80	41239_2	2679	Pair21	0.533646942841284	767	767	0.621453833040735	0.134568594422609	0.621453833040735
PD45798b	D21	3	A1	PD45798b_lo0193	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B1	PD45798b_lo0194	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C1	PD45798b_lo0195	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D1	PD45798b_lo0196	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E1	PD45798b_lo0197	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F1	PD45798b_lo0198	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G1	PD45798b_lo0199	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H1	PD45798b_lo0200	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A2	PD45798b_lo0201	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B2	PD45798b_lo0202	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C2	PD45798b_lo0203	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D2	PD45798b_lo0204	CFU-GM	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E2	PD45798b_lo0205	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F2	PD45798b_lo0206	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G2	PD45798b_lo0207	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H2	PD45798b_lo0208	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A3	PD45798b_lo0209	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B3	PD45798b_lo0210	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C3	PD45798b_lo0211	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D3	PD45798b_lo0212	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E3	PD45798b_lo0213	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F3	PD45798b_lo0214	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G3	PD45798b_lo0215	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H3	PD45798b_lo0216	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A4	PD45798b_lo0217	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B4	PD45798b_lo0218	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C4	PD45798b_lo0219	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D4	PD45798b_lo0220	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E4	PD45798b_lo0221	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F4	PD45798b_lo0222	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G4	PD45798b_lo0223	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H4	PD45798b_lo0224	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A5	PD45798b_lo0225	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B5	PD45798b_lo0226	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C5	PD45798b_lo0227	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D5	PD45798b_lo0228	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E5	PD45798b_lo0229	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F5	PD45798b_lo0230	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G5	PD45798b_lo0231	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H5	PD45798b_lo0232	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A6	PD45798b_lo0233	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B6	PD45798b_lo0234	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C6	PD45798b_lo0235	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D6	PD45798b_lo0236	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E6	PD45798b_lo0237	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F6	PD45798b_lo0238	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G6	PD45798b_lo0239	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H6	PD45798b_lo0240	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A7	PD45798b_lo0241	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B7	PD45798b_lo0242	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C7	PD45798b_lo0243	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D7	PD45798b_lo0244	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E7	PD45798b_lo0245	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F7	PD45798b_lo0246	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G7	PD45798b_lo0247	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H7	PD45798b_lo0248	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A8	PD45798b_lo0249	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B8	PD45798b_lo0250	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C8	PD45798b_lo0251	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D8	PD45798b_lo0252	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E8	PD45798b_lo0253	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F8	PD45798b_lo0254	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G8	PD45798b_lo0255	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H8	PD45798b_lo0256	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A9	PD45798b_lo0257	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B9	PD45798b_lo0258	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C9	PD45798b_lo0259	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D9	PD45798b_lo0260	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E9	PD45798b_lo0261	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F9	PD45798b_lo0262	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G9	PD45798b_lo0263	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H9	PD45798b_lo0264	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A10	PD45798b_lo0265	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B10	PD45798b_lo0266	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C10	PD45798b_lo0267	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D10	PD45798b_lo0268	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E10	PD45798b_lo0269	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F10	PD45798b_lo0270	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G10	PD45798b_lo0271	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H10	PD45798b_lo0272	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A11	PD45798b_lo0273	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B11	PD45798b_lo0274	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C11	PD45798b_lo0275	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D11	PD45798b_lo0276	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E11	PD45798b_lo0277	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F11	PD45798b_lo0278	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G11	PD45798b_lo0279	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H11	PD45798b_lo0280	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	A12	PD45798b_lo0281	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	B12	PD45798b_lo0282	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	C12	PD45798b_lo0283	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	D12	PD45798b_lo0284	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	E12	PD45798b_lo0285	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	F12	PD45798b_lo0286	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	G12	PD45798b_lo0287	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45798b	D21	3	H12	PD45798b_lo0288	BFU-E	21	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45799b	R21	1	A1	PD45799b_lo0001	BFU-E	21	R	DN847989P	51.658	YES	NA	NA	NA	12.79	41240	3#1	3	1	41240_3	2679	Pair21	0.529183647744066	1182	1182	0.726738416914739	0.230394909227026	0.726738416914739
PD45799b	R21	1	B1	PD45799b_lo0002	BFU-E	21	R	DN847989P	70.954	YES	NA	NA	NA	10.72	41240	3#2	3	2	41240_3	2679	Pair21	0.503591240317557	1101	1101	0.663053710912653	0.159648137750328	0.663053710912653
PD45799b	R21	1	C1	PD45799b_lo0003	CFU-GM	21	R	DN847989P	1.218	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair21	NA	NA	NA	NA	NA	NA
PD45799b	R21	1	D1	PD45799b_lo0004	BFU-E	21	R	DN847989P	9.68	YES	NA	NA	NA	6.26	41240	2#3	2	3	41240_2	2679	Pair21	0.483273755278111	724	724	0.3822608961148	0.0275126333520494	0.3822608961148
